NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
221111,Hydroelectric Power Generation,43-0000,Office and Administrative Support Occupations,major,550,7.9,9.87,14,20.58,"42,810",3.6,10.70,12.79,19.13,26.21,32.26,"22,250","26,610","39,790","54,520","67,090",,
221111,Hydroelectric Power Generation,43-1000,Supervisors of Office and Administrative Support Workers,minor,30,32.8,0.56,~,31.62,"65,770",7.6,13.63,19.21,31.67,43.46,48.15,"28,360","39,970","65,880","90,410","100,160",,
221111,Hydroelectric Power Generation,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,30,32.8,0.56,~,31.62,"65,770",7.6,13.63,19.21,31.67,43.46,48.15,"28,360","39,970","65,880","90,410","100,160",,
221111,Hydroelectric Power Generation,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,30,32.8,0.56,2,31.62,"65,770",7.6,13.63,19.21,31.67,43.46,48.15,"28,360","39,970","65,880","90,410","100,160",,
221111,Hydroelectric Power Generation,43-3000,Financial Clerks,minor,140,7.8,2.47,~,20.62,"42,890",5.1,11.52,15.09,19.18,24.92,30.77,"23,970","31,380","39,900","51,830","64,000",,
221111,Hydroelectric Power Generation,43-3010,Bill and Account Collectors,broad,60,0.6,1.03,~,16.52,"34,360",2.7,10.60,11.63,16.66,19.34,25.40,"22,050","24,180","34,660","40,230","52,830",,
221111,Hydroelectric Power Generation,43-3011,Bill and Account Collectors,detailed,60,0.6,1.03,~,16.52,"34,360",2.7,10.60,11.63,16.66,19.34,25.40,"22,050","24,180","34,660","40,230","52,830",,
221111,Hydroelectric Power Generation,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,50,23.4,0.82,~,24.02,"49,950",12.2,14.19,17.84,22.55,26.09,34.89,"29,510","37,110","46,900","54,270","72,580",,
221111,Hydroelectric Power Generation,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,50,23.4,0.82,2,24.02,"49,950",12.2,14.19,17.84,22.55,26.09,34.89,"29,510","37,110","46,900","54,270","72,580",,
221111,Hydroelectric Power Generation,43-4000,Information and Record Clerks,minor,220,8.6,3.87,~,18.81,"39,120",7.1,10.59,11.75,17.39,23.94,30.59,"22,030","24,440","36,160","49,790","63,620",,
221111,Hydroelectric Power Generation,43-4050,Customer Service Representatives,broad,210,8.7,3.81,~,18.79,"39,070",7.2,10.58,11.72,17.26,23.97,30.68,"22,010","24,380","35,890","49,860","63,810",,
221111,Hydroelectric Power Generation,43-4051,Customer Service Representatives,detailed,210,8.7,3.81,4,18.79,"39,070",7.2,10.58,11.72,17.26,23.97,30.68,"22,010","24,380","35,890","49,860","63,810",,
221111,Hydroelectric Power Generation,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,60,29.2,1.05,~,20.87,"43,400",12.0,8.82,9.95,18.75,31.00,36.41,"18,350","20,690","38,990","64,480","75,730",,
221111,Hydroelectric Power Generation,43-6000,Secretaries and Administrative Assistants,minor,60,16.1,1.12,~,22.66,"47,130",4.8,12.94,17.31,23.74,28.51,30.95,"26,910","36,000","49,380","59,300","64,370",,
221111,Hydroelectric Power Generation,43-6010,Secretaries and Administrative Assistants,broad,60,16.1,1.12,~,22.66,"47,130",4.8,12.94,17.31,23.74,28.51,30.95,"26,910","36,000","49,380","59,300","64,370",,
221111,Hydroelectric Power Generation,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,40,21.0,0.76,4,20.47,"42,580",5.7,11.93,14.76,19.77,26.94,29.74,"24,810","30,710","41,110","56,030","61,850",,
221111,Hydroelectric Power Generation,43-9000,Other Office and Administrative Support Workers,minor,50,21.0,0.80,~,18.10,"37,640",7.2,9.65,13.79,17.55,22.27,28.31,"20,080","28,680","36,500","46,330","58,890",,
221111,Hydroelectric Power Generation,43-9060,"Office Clerks, General",broad,30,24.7,0.62,~,16.58,"34,490",5.4,9.38,12.68,16.66,19.75,23.88,"19,500","26,380","34,650","41,070","49,670",,
221111,Hydroelectric Power Generation,43-9061,"Office Clerks, General",detailed,30,24.7,0.62,4,16.58,"34,490",5.4,9.38,12.68,16.66,19.75,23.88,"19,500","26,380","34,650","41,070","49,670",,
221111,Hydroelectric Power Generation,47-0000,Construction and Extraction Occupations,major,130,14.3,2.33,7,33.66,"70,020",4.6,19.62,25.98,34.22,42.22,48.20,"40,810","54,040","71,180","87,830","100,260",,
221111,Hydroelectric Power Generation,47-2000,Construction Trades Workers,minor,100,17.9,1.84,~,32.74,"68,100",5.7,17.64,25.70,33.57,42.15,47.08,"36,680","53,460","69,810","87,670","97,930",,
221111,Hydroelectric Power Generation,47-2070,Construction Equipment Operators,broad,30,27.7,0.61,~,34.23,"71,200",13.0,13.77,27.54,37.82,44.39,47.81,"28,650","57,280","78,660","92,330","99,450",,
221111,Hydroelectric Power Generation,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,30,27.7,0.61,2,34.23,"71,200",13.0,13.77,27.54,37.82,44.39,47.81,"28,650","57,280","78,660","92,330","99,450",,
221111,Hydroelectric Power Generation,47-2110,Electricians,broad,50,24.6,0.90,~,32.29,"67,160",6.5,19.84,23.64,33.02,40.00,46.20,"41,260","49,170","68,680","83,200","96,090",,
221111,Hydroelectric Power Generation,47-2111,Electricians,detailed,50,24.6,0.90,4,32.29,"67,160",6.5,19.84,23.64,33.02,40.00,46.20,"41,260","49,170","68,680","83,200","96,090",,
221111,Hydroelectric Power Generation,49-0000,"Installation, Maintenance, and Repair Occupations",major,"1,450",9.0,25.80,28,35.37,"73,570",3.0,17.25,26.87,37.28,45.20,49.62,"35,880","55,890","77,550","94,020","103,210",,
221111,Hydroelectric Power Generation,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,170,13.5,2.96,~,43.09,"89,640",3.2,23.65,37.96,45.05,51.13,59.12,"49,190","78,960","93,710","106,350","122,970",,
221111,Hydroelectric Power Generation,49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",broad,170,13.5,2.96,~,43.09,"89,640",3.2,23.65,37.96,45.05,51.13,59.12,"49,190","78,960","93,710","106,350","122,970",,
221111,Hydroelectric Power Generation,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,170,13.5,2.96,12,43.09,"89,640",3.2,23.65,37.96,45.05,51.13,59.12,"49,190","78,960","93,710","106,350","122,970",,
221111,Hydroelectric Power Generation,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor,250,21.9,4.36,~,33.24,"69,130",2.8,14.30,26.72,34.54,41.73,47.97,"29,740","55,580","71,850","86,800","99,780",,
221111,Hydroelectric Power Generation,49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",broad,240,22.2,4.29,~,33.03,"68,710",2.8,14.26,26.57,34.33,41.26,47.79,"29,650","55,260","71,400","85,810","99,400",,
221111,Hydroelectric Power Generation,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,150,15.3,2.64,7,37.49,"77,980",2.5,27.92,32.35,37.79,44.01,48.02,"58,080","67,280","78,610","91,530","99,880",,
221111,Hydroelectric Power Generation,49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,"1,030",10.0,18.33,~,34.68,"72,140",3.7,17.05,26.15,36.72,44.69,48.97,"35,460","54,400","76,390","92,950","101,850",,
221111,Hydroelectric Power Generation,49-9010,Control and Valve Installers and Repairers,broad,110,32.3,1.92,~,30.58,"63,610",5.9,16.97,25.50,31.15,37.02,41.03,"35,300","53,040","64,800","77,000","85,340",,
221111,Hydroelectric Power Generation,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,110,32.3,1.92,4,30.58,"63,610",5.9,16.97,25.50,31.15,37.02,41.03,"35,300","53,040","64,800","77,000","85,340",,
221111,Hydroelectric Power Generation,49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,410,8.6,7.34,~,33.96,"70,650",6.5,17.74,25.12,36.05,44.18,48.12,"36,900","52,240","74,980","91,900","100,090",,
221111,Hydroelectric Power Generation,49-9041,Industrial Machinery Mechanics,detailed,390,9.0,6.89,12,34.33,"71,410",6.9,18.51,25.23,36.81,44.53,48.26,"38,490","52,480","76,560","92,620","100,380",,
221111,Hydroelectric Power Generation,49-9050,Line Installers and Repairers,broad,410,16.1,7.30,~,38.94,"81,000",4.5,21.70,33.42,41.65,47.18,50.53,"45,140","69,520","86,640","98,140","105,100",,
221111,Hydroelectric Power Generation,49-9051,Electrical Power-Line Installers and Repairers,detailed,380,16.1,6.84,10,38.98,"81,080",4.7,20.64,33.23,41.90,47.34,50.63,"42,930","69,120","87,160","98,460","105,310",,
221111,Hydroelectric Power Generation,49-9070,"Maintenance and Repair Workers, General",broad,70,31.4,1.23,~,21.74,"45,220",7.5,10.53,14.60,18.50,27.69,38.60,"21,910","30,360","38,480","57,600","80,290",,
221111,Hydroelectric Power Generation,49-9071,"Maintenance and Repair Workers, General",detailed,70,31.4,1.23,5,21.74,"45,220",7.5,10.53,14.60,18.50,27.69,38.60,"21,910","30,360","38,480","57,600","80,290",,
221111,Hydroelectric Power Generation,51-0000,Production Occupations,major,"2,170",7.7,38.63,64,33.24,"69,140",2.8,17.05,23.83,33.44,42.54,48.77,"35,460","49,560","69,560","88,480","101,430",,
221111,Hydroelectric Power Generation,51-1000,Supervisors of Production Workers,minor,140,11.6,2.53,~,40.30,"83,820",4.7,22.54,29.02,38.26,50.76,63.31,"46,890","60,350","79,590","105,580","131,690",,
221111,Hydroelectric Power Generation,51-1010,First-Line Supervisors of Production and Operating Workers,broad,140,11.6,2.53,~,40.30,"83,820",4.7,22.54,29.02,38.26,50.76,63.31,"46,890","60,350","79,590","105,580","131,690",,
221111,Hydroelectric Power Generation,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,140,11.6,2.53,13,40.30,"83,820",4.7,22.54,29.02,38.26,50.76,63.31,"46,890","60,350","79,590","105,580","131,690",,
221111,Hydroelectric Power Generation,51-4000,Metal Workers and Plastic Workers,minor,170,42.6,3.07,~,24.68,"51,330",12.5,13.88,18.60,22.96,31.50,38.63,"28,870","38,680","47,760","65,530","80,360",,
221111,Hydroelectric Power Generation,51-4040,Machinists,broad,**,**,**,~,24.74,"51,460",14.7,13.63,15.45,23.15,31.38,39.13,"28,360","32,150","48,140","65,260","81,390",,
221111,Hydroelectric Power Generation,51-4041,Machinists,detailed,**,**,**,1,24.74,"51,460",14.7,13.63,15.45,23.15,31.38,39.13,"28,360","32,150","48,140","65,260","81,390",,
221111,Hydroelectric Power Generation,51-8000,Plant and System Operators,minor,"1,800",7.6,32.06,~,33.91,"70,530",2.8,17.90,25.48,34.39,43.03,48.63,"37,230","53,000","71,540","89,500","101,150",,
221111,Hydroelectric Power Generation,51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,"1,680",8.1,29.90,~,34.17,"71,080",3.0,17.90,25.39,34.83,43.58,48.87,"37,240","52,820","72,440","90,640","101,650",,
221111,Hydroelectric Power Generation,51-8012,Power Distributors and Dispatchers,detailed,70,13.2,1.26,2,37.97,"78,980",4.0,30.37,33.07,37.36,44.15,48.03,"63,170","68,790","77,700","91,840","99,900",,
221111,Hydroelectric Power Generation,51-8013,Power Plant Operators,detailed,"1,600",8.4,28.55,60,33.94,"70,600",3.1,17.71,24.91,34.53,43.49,48.86,"36,830","51,820","71,830","90,450","101,630",,
221111,Hydroelectric Power Generation,51-8030,Water and Wastewater Treatment Plant and System Operators,broad,80,13.6,1.50,~,30.01,"62,410",7.2,16.47,27.32,32.54,35.58,37.41,"34,260","56,820","67,680","74,020","77,820",,
221111,Hydroelectric Power Generation,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,80,13.6,1.50,1,30.01,"62,410",7.2,16.47,27.32,32.54,35.58,37.41,"34,260","56,820","67,680","74,020","77,820",,
221111,Hydroelectric Power Generation,51-8090,Miscellaneous Plant and System Operators,broad,40,35.3,0.66,~,30.71,"63,890",9.4,21.21,25.83,29.19,36.46,43.76,"44,120","53,720","60,720","75,830","91,030",,
221111,Hydroelectric Power Generation,51-9000,Other Production Occupations,minor,50,24.4,0.94,~,18.95,"39,420",8.2,9.51,12.87,17.08,21.99,33.34,"19,780","26,770","35,520","45,730","69,340",,
221111,Hydroelectric Power Generation,51-9190,Miscellaneous Production Workers,broad,30,34.6,0.62,~,16.33,"33,980",9.5,9.51,11.07,16.37,20.22,23.04,"19,770","23,020","34,040","42,060","47,920",,
221111,Hydroelectric Power Generation,53-0000,Transportation and Material Moving Occupations,major,50,23.6,0.85,3,19.69,"40,950",6.1,12.76,15.67,19.11,24.24,28.46,"26,540","32,600","39,740","50,420","59,190",,
221111,Hydroelectric Power Generation,53-7000,Material Moving Workers,minor,50,23.6,0.85,~,19.69,"40,950",6.1,12.76,15.67,19.11,24.24,28.46,"26,540","32,600","39,740","50,420","59,190",,
221111,Hydroelectric Power Generation,53-7060,"Laborers and Material Movers, Hand",broad,50,24.1,0.83,~,19.64,"40,850",5.5,12.71,15.59,18.95,24.34,28.52,"26,440","32,420","39,410","50,620","59,330",,
221111,Hydroelectric Power Generation,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,50,24.1,0.83,3,19.64,"40,850",5.5,12.71,15.59,18.95,24.34,28.52,"26,440","32,420","39,410","50,620","59,330",,
221112,Fossil Fuel Electric Power Generation,00-0000,Industry Total,total,"92,310",2.6,100.00,100,38.98,"81,080",0.8,21.20,29.65,38.01,47.19,57.75,"44,090","61,670","79,070","98,150","120,110",,
221112,Fossil Fuel Electric Power Generation,11-0000,Management Occupations,major,"6,250",5.2,6.77,59,63.64,"132,360",1.6,37.62,48.87,60.21,75.21,94.28,"78,250","101,650","125,240","156,440","196,100",,
221112,Fossil Fuel Electric Power Generation,11-1000,Top Executives,minor,"1,830",5.6,1.98,~,68.73,"142,960",1.9,37.91,51.74,64.10,78.18,#,"78,860","107,610","133,330","162,620",#,,
221112,Fossil Fuel Electric Power Generation,11-1010,Chief Executives,broad,110,11.9,0.12,~,113.97,"237,050",7.3,56.11,80.74,#,#,#,"116,700","167,940",#,#,#,,
221112,Fossil Fuel Electric Power Generation,11-1011,Chief Executives,detailed,110,11.9,0.12,3,113.97,"237,050",7.3,56.11,80.74,#,#,#,"116,700","167,940",#,#,#,,
221112,Fossil Fuel Electric Power Generation,11-1020,General and Operations Managers,broad,"1,720",5.7,1.86,~,65.80,"136,860",1.7,37.58,51.19,62.93,76.35,95.96,"78,180","106,480","130,890","158,800","199,590",,
221112,Fossil Fuel Electric Power Generation,11-1021,General and Operations Managers,detailed,"1,720",5.7,1.86,35,65.80,"136,860",1.7,37.58,51.19,62.93,76.35,95.96,"78,180","106,480","130,890","158,800","199,590",,
221112,Fossil Fuel Electric Power Generation,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,430,25.1,0.46,~,63.04,"131,130",5.6,37.74,47.89,59.70,74.57,92.24,"78,500","99,610","124,170","155,110","191,850",,
221112,Fossil Fuel Electric Power Generation,11-2020,Marketing and Sales Managers,broad,250,8.9,0.27,~,63.67,"132,420",3.1,39.96,50.75,62.99,75.12,87.93,"83,120","105,560","131,010","156,240","182,890",,
221112,Fossil Fuel Electric Power Generation,11-2021,Marketing Managers,detailed,110,10.3,0.12,2,62.89,"130,810",4.4,36.30,46.28,61.45,74.88,89.34,"75,510","96,260","127,820","155,750","185,830",,
221112,Fossil Fuel Electric Power Generation,11-2022,Sales Managers,detailed,140,12.3,0.15,3,64.31,"133,760",3.3,43.89,53.18,63.94,75.28,87.21,"91,300","110,620","132,990","156,580","181,390",,
221112,Fossil Fuel Electric Power Generation,11-2030,Public Relations and Fundraising Managers,broad,**,**,**,~,62.00,"128,960",14.0,36.01,44.34,55.82,72.29,96.79,"74,910","92,230","116,120","150,360","201,320",,
221112,Fossil Fuel Electric Power Generation,11-2031,Public Relations and Fundraising Managers,detailed,**,**,**,3,62.00,"128,960",14.0,36.01,44.34,55.82,72.29,96.79,"74,910","92,230","116,120","150,360","201,320",,
221112,Fossil Fuel Electric Power Generation,11-3000,Operations Specialties Managers,minor,"2,530",7.6,2.74,~,61.47,"127,870",2.5,36.22,46.79,58.39,73.92,93.11,"75,350","97,320","121,440","153,750","193,670",,
221112,Fossil Fuel Electric Power Generation,11-3010,Administrative Services Managers,broad,370,7.7,0.40,~,58.45,"121,580",2.7,37.21,48.12,57.28,66.70,79.57,"77,400","100,090","119,140","138,740","165,510",,
221112,Fossil Fuel Electric Power Generation,11-3011,Administrative Services Managers,detailed,370,7.7,0.40,10,58.45,"121,580",2.7,37.21,48.12,57.28,66.70,79.57,"77,400","100,090","119,140","138,740","165,510",,
221112,Fossil Fuel Electric Power Generation,11-3020,Computer and Information Systems Managers,broad,420,22.9,0.46,~,56.54,"117,590",6.0,34.56,43.11,54.40,65.73,80.23,"71,890","89,660","113,150","136,720","166,880",,
221112,Fossil Fuel Electric Power Generation,11-3021,Computer and Information Systems Managers,detailed,420,22.9,0.46,4,56.54,"117,590",6.0,34.56,43.11,54.40,65.73,80.23,"71,890","89,660","113,150","136,720","166,880",,
221112,Fossil Fuel Electric Power Generation,11-3030,Financial Managers,broad,470,24.4,0.51,~,76.17,"158,430",3.0,43.77,56.06,76.40,95.12,#,"91,050","116,610","158,910","197,850",#,,
221112,Fossil Fuel Electric Power Generation,11-3031,Financial Managers,detailed,470,24.4,0.51,11,76.17,"158,430",3.0,43.77,56.06,76.40,95.12,#,"91,050","116,610","158,910","197,850",#,,
221112,Fossil Fuel Electric Power Generation,11-3050,Industrial Production Managers,broad,820,6.6,0.89,~,58.17,"120,990",2.1,34.79,44.89,56.08,68.71,83.66,"72,370","93,360","116,650","142,920","174,020",,
221112,Fossil Fuel Electric Power Generation,11-3051,Industrial Production Managers,detailed,820,6.6,0.89,15,58.17,"120,990",2.1,34.79,44.89,56.08,68.71,83.66,"72,370","93,360","116,650","142,920","174,020",,
221112,Fossil Fuel Electric Power Generation,11-3060,Purchasing Managers,broad,70,10.4,0.08,~,54.43,"113,220",3.2,38.39,44.56,53.13,61.53,74.25,"79,850","92,690","110,500","127,990","154,440",,
221112,Fossil Fuel Electric Power Generation,11-3061,Purchasing Managers,detailed,70,10.4,0.08,3,54.43,"113,220",3.2,38.39,44.56,53.13,61.53,74.25,"79,850","92,690","110,500","127,990","154,440",,
221112,Fossil Fuel Electric Power Generation,11-3070,"Transportation, Storage, and Distribution Managers",broad,170,11.8,0.18,~,64.15,"133,430",3.1,40.65,53.12,66.48,76.75,86.39,"84,540","110,490","138,280","159,640","179,690",,
221112,Fossil Fuel Electric Power Generation,11-3071,"Transportation, Storage, and Distribution Managers",detailed,170,11.8,0.18,4,64.15,"133,430",3.1,40.65,53.12,66.48,76.75,86.39,"84,540","110,490","138,280","159,640","179,690",,
221112,Fossil Fuel Electric Power Generation,11-3110,Compensation and Benefits Managers,broad,30,20.1,0.03,~,61.38,"127,680",6.3,35.95,45.45,57.83,74.36,92.84,"74,780","94,540","120,280","154,660","193,100",,
221112,Fossil Fuel Electric Power Generation,11-3111,Compensation and Benefits Managers,detailed,30,20.1,0.03,1,61.38,"127,680",6.3,35.95,45.45,57.83,74.36,92.84,"74,780","94,540","120,280","154,660","193,100",,
221112,Fossil Fuel Electric Power Generation,11-3120,Human Resources Managers,broad,140,11.3,0.15,~,56.53,"117,580",3.5,33.72,43.93,55.40,67.24,78.57,"70,140","91,380","115,220","139,860","163,420",,
221112,Fossil Fuel Electric Power Generation,11-3121,Human Resources Managers,detailed,140,11.3,0.15,3,56.53,"117,580",3.5,33.72,43.93,55.40,67.24,78.57,"70,140","91,380","115,220","139,860","163,420",,
221112,Fossil Fuel Electric Power Generation,11-3130,Training and Development Managers,broad,50,11.7,0.05,~,55.51,"115,460",5.8,29.67,39.76,54.65,68.74,88.57,"61,710","82,700","113,670","142,980","184,220",,
221112,Fossil Fuel Electric Power Generation,11-3131,Training and Development Managers,detailed,50,11.7,0.05,2,55.51,"115,460",5.8,29.67,39.76,54.65,68.74,88.57,"61,710","82,700","113,670","142,980","184,220",,
221112,Fossil Fuel Electric Power Generation,11-9000,Other Management Occupations,minor,"1,460",5.2,1.58,~,61.17,"127,240",1.9,40.11,49.47,59.45,72.86,85.90,"83,440","102,890","123,650","151,550","178,670",,
221112,Fossil Fuel Electric Power Generation,11-9020,Construction Managers,broad,260,9.5,0.28,~,54.80,"113,980",3.7,35.28,43.52,53.27,62.65,76.89,"73,380","90,520","110,800","130,300","159,940",,
221112,Fossil Fuel Electric Power Generation,11-9021,Construction Managers,detailed,260,9.5,0.28,5,54.80,"113,980",3.7,35.28,43.52,53.27,62.65,76.89,"73,380","90,520","110,800","130,300","159,940",,
221112,Fossil Fuel Electric Power Generation,11-9040,Architectural and Engineering Managers,broad,600,4.8,0.65,~,66.60,"138,520",1.9,47.69,54.49,63.47,76.44,92.06,"99,190","113,350","132,010","158,990","191,480",,
